812,training
853,training
1046,training
1047,training
2209,training
691,training
4958,training
31246,training
31249,training
776,testing
928,training
1131,training
1406,training
1421,training
1514,training
1911,training
1974,training
2259,training
2273,training
2437,testing
2535,training
2577,training
2588,training
2598,training
2813,training
2843,training
2896,training
2949,training
3065,training
3090,testing
3204,training
3218,training
3296,training
3473,training
3514,training
3550,training
3552,training
3579,training
3608,training
3613,testing
4472,training
4079,training
4291,training
4356,training
4488,training
4513,training
4514,training
4581,training
4619,training
4680,testing
4721,training
4761,training
4770,training
4773,training
4843,training
5112,training
5114,training
5180,training
5241,training
5419,testing
5805,training
5962,training
6316,training
6473,training
6638,training
6698,training
6855,training
6868,training
7384,training
7638,testing
7667,training
7670,training
7678,training
7701,training
7969,training
8151,training
8188,training
8244,training
8273,training
8345,testing
8618,training
8627,training
8805,training
8927,training
8988,training
9022,training
9069,training
9072,training
9232,training
9245,testing
9251,training
9373,training
9503,training
9563,training
9587,training
9617,training
9697,training
9750,training
9791,training
9802,testing
10274,training
10386,training
10505,training
10776,training
10858,training
10877,training
12190,training
12207,training
13938,training
20557,testing
11412,training
11417,training
11931,training
12038,training
12229,training
12270,training
12303,training
12465,training
12490,training
12561,testing
12620,training
12780,training
12781,training
12886,training
13296,training
13204,training
13614,training
13626,training
13886,training
13889,testing
14703,training
15041,training
15072,training
15291,training
15548,training
15853,training
16043,training
16200,training
16294,training
16351,testing
16388,training
16426,training
16429,training
16631,training
16650,training
16873,training
17280,training
17399,training
17400,training
17409,testing
17480,training
17657,training
17782,training
17796,training
17823,training
17902,training
17916,training
17959,training
18379,training
18427,testing
18462,training
18464,training
18555,training
18632,training
18684,training
18701,training
18839,training
18912,training
19317,training
19545,testing
20047,training
20153,training
20163,training
20665,training
20561,training
20636,training
20728,training
20806,training
21270,training
21642,testing
21851,training
22038,training
22077,training
22129,training
22364,training
22366,training
22404,training
22427,training
22587,training
22975,testing
23393,training
23681,training
23716,training
24136,training
24075,training
24314,training
24350,training
24412,training
25136,training
25148,testing
25190,training
25211,training
25353,training
25496,training
25546,training
25740,training
25906,training
26106,training
26146,training
26365,testing
26519,training
26644,training
27522,training
27340,training
27602,training
27611,training
27850,training
28120,training
28071,training
28291,testing
28302,training
28327,training
28342,training
29116,training
28796,training
29041,training
29150,training
29277,training
29300,training
29353,testing
29361,training
29362,training
29392,training
29589,training
29615,training
29751,training
29916,training
29894,training
30439,training
30379,testing
30448,training
30638,training
30481,training
30047,training
30038,training
29849,training
29736,training
29704,training
29601,training
29651,testing
29543,training
29448,training
29394,training
29429,training
29327,training
29253,training
29087,training
29008,training
29257,training
28929,testing
28337,training
28528,training
28277,training
27818,training
27821,training
27586,training
27574,training
27244,training
27065,training
26604,testing
26542,training
26568,training
26442,training
26486,training
26677,training
26862,training
26864,training
26505,training
26190,training
25678,testing
25616,training
25269,training
25129,training
24853,training
24848,training
24850,training
24869,training
24953,training
24581,training
24604,testing
29213,training
24751,training
24447,training
24502,training
24176,training
24235,training
24238,training
23843,training
24055,training
23555,testing
23619,training
23441,training
23517,training
23355,training
22929,training
22729,training
22780,training
22618,training
22507,training
22371,testing
22278,training
21696,training
22248,training
20626,training
20589,training
20274,training
20405,training
19314,training
19430,training
18928,testing
19035,training
19199,training
18793,training
18813,training
18816,training
18897,training
18697,training
18681,training
18690,training
18786,testing
18774,training
18514,training
17941,training
17899,training
17900,training
17854,training
17855,training
17871,training
17755,training
18280,testing
17598,training
17449,training
17518,training
17535,training
17386,training
17368,training
17297,training
17332,training
16944,training
16974,testing
16864,training
16985,training
17160,training
16398,training
16268,training
16088,training
16127,training
15695,training
15612,training
15661,testing
15690,training
15772,training
15848,training
15103,training
14903,training
14821,training
14732,training
14282,training
14259,training
14395,testing
13591,training
13490,training
13912,training
14368,training
14525,training
12873,training
12849,training
12922,training
12792,training
12743,testing
12530,training
12482,training
12439,training
12326,training
12258,training
12294,training
12044,training
11905,training
11396,training
11467,testing
11567,training
12180,training
11875,training
11537,training
12152,training
11922,training
12119,training
10898,training
10851,training
10470,testing
10633,training
10336,training
10288,training
10224,training
10269,training
9751,training
9761,training
9668,training
9633,training
9544,testing
9241,training
8989,training
8990,training
8979,training
8980,training
8932,training
8684,training
8716,training
8643,training
8676,testing
8445,training
8386,training
8408,training
8411,training
8516,training
8226,training
8170,training
8199,training
8107,training
7682,testing
7639,training
7646,training
7542,training
7568,training
7770,training
7387,training
7213,training
7214,training
7330,training
7154,testing
6835,training
6706,training
6523,training
6358,training
6165,training
6106,training
6008,training
5825,training
5837,training
5686,testing
5563,training
5242,training
5334,training
5174,training
5110,training
4747,training
4713,training
4460,training
4192,training
3734,testing
7424,training
4465,training
3558,training
3456,training
3319,training
3096,training
3108,training
3111,training
3146,training
3163,testing
3082,training
2841,training
2664,training
2668,training
2580,training
2459,training
2476,training
2481,training
2420,training
2440,testing
2330,training
2372,training
2248,training
2027,training
1873,training
1756,training
1484,training
1439,training
1390,training
1555,testing
1569,training
1602,training
1609,training
1174,training
774,training
54,training
27,training
30962,training
30825,training
870,testing
842,training
30695,training
30730,training
825,training
806,training
30805,training
701,training
704,training
748,training
31056,testing
4857,training
31164,training
31211,training
31254,training
4995,training
1190,training
1194,training
1209,training
1240,training
1261,testing
1339,training
965,training
1460,training
1727,training
1824,training
1832,training
2025,training
2019,training
1954,training
1964,testing
2275,training
2282,training
2143,training
2292,training
2433,training
2411,training
2460,training
2575,training
2558,training
2696,testing
2766,training
2781,training
3081,training
3049,training
2957,training
2996,training
3161,training
3142,training
3117,training
3388,testing
3524,training
3533,training
4137,training
4728,training
4699,training
4703,training
4649,training
4589,training
4556,training
5082,testing
5117,training
5289,training
5247,training
5408,training
5644,training
5634,training
5595,training
5718,training
5719,training
6053,testing
6193,training
6210,training
6413,training
6527,training
6531,training
6722,training
6674,training
6783,training
6869,training
6932,testing
6949,training
7348,training
7161,training
7369,training
7463,training
7892,training
8093,training
8124,training
7964,training
7972,testing
8011,training
8014,training
8311,training
8438,training
8391,training
8774,training
8880,training
8896,training
8994,training
9078,testing
9107,training
9297,training
9226,training
9517,training
9537,training
9787,training
9824,training
10034,training
10202,training
10667,testing
10677,training
10860,training
10836,training
10896,training
10904,training
10795,training
10800,training
12205,training
11548,training
12133,testing
11847,training
12276,training
12332,training
12380,training
12387,training
12754,training
12696,training
13055,training
13310,training
14002,testing
14112,training
14529,training
14618,training
14833,training
14888,training
15139,training
15162,training
15862,training
15644,training
15739,testing
15754,training
15521,training
15398,training
16077,training
16409,training
16450,training
16530,training
16539,training
16542,training
16551,testing
16679,training
17103,training
17128,training
17026,training
17052,training
16895,training
16983,training
16890,training
16891,training
17532,testing
18328,training
18249,training
17790,training
18675,training
19180,training
19555,training
20314,training
20166,training
20018,training
20420,testing
20534,training
21295,training
21334,training
20751,training
20869,training
20925,training
21879,training
21709,training
22145,training
22196,testing
22086,training
22057,training
21978,training
22310,training
22385,training
22558,training
22734,training
22755,training
22706,training
23286,testing
23313,training
23208,training
23047,training
23056,training
23121,training
23464,training
23596,training
23548,training
23738,training
23905,testing
24088,training
24072,training
24030,training
24554,training
24434,training
24764,training
24927,training
24837,training
25089,training
25096,testing
25525,training
25301,training
25359,training
25668,training
25910,training
25972,training
26124,training
26125,training
26164,training
26753,testing
26776,training
26648,training
26517,training
26521,training
26987,training
27544,training
27606,training
27760,training
27649,training
27664,testing
27851,training
27728,training
28147,training
28339,training
28602,training
29256,training
29190,training
28784,training
28803,training
28647,testing
28686,training
28958,training
28975,training
29027,training
29216,training
29130,training
29336,training
29283,training
29371,training
29502,testing
29527,training
29790,training
29663,training
29616,training
29530,training
29356,training
29035,training
29977,training
30072,training
30085,testing
30109,training
30449,training
30457,training
30293,training
30556,training
30644,training
28638,training
28632,training
29200,training
29270,testing
28379,training
27958,training
27710,training
27787,training
27030,training
27073,training
27131,training
27187,training
27394,training
26412,testing
26744,training
26171,training
26184,training
26133,training
25995,training
25924,training
25854,training
25420,training
25553,training
25625,testing
25101,training
25039,training
28666,training
24662,training
24445,training
24333,training
24079,training
24258,training
23898,training
23848,testing
23821,training
23413,training
23394,training
23105,training
22651,training
22812,training
22836,training
22589,training
22417,training
21991,testing
21896,training
21901,training
22063,training
22211,training
21666,training
21746,training
20893,training
20839,training
21319,training
21249,testing
21237,training
19728,training
19739,training
19840,training
21253,training
19577,training
19548,training
19491,training
19517,training
19254,testing
19184,training
19280,training
18941,training
19003,training
18738,training
18743,training
18785,training
18836,training
18357,training
18371,testing
17798,training
17771,training
17816,training
17712,training
17908,training
17953,training
17617,training
17664,training
17275,training
17362,testing
17249,training
16820,training
17078,training
17098,training
17132,training
16644,training
16575,training
16364,training
16070,training
16106,testing
16110,training
16050,training
16154,training
16275,training
16296,training
15362,training
15595,training
15677,training
14917,training
15003,testing
14847,training
14671,training
14270,training
14501,training
21217,training
20695,training
14073,training
14004,training
13885,training
13408,testing
13250,training
13100,training
13194,training
12846,training
12722,training
12453,training
12528,training
12523,training
12512,training
12340,testing
12254,training
11420,training
11576,training
11597,training
12211,training
11508,training
10752,training
10732,training
10926,training
10892,testing
11011,training
10672,training
10641,training
10642,training
10645,training
10561,training
10410,training
10508,training
10199,training
10232,testing
10257,training
10400,training
10154,training
10030,training
9918,training
9973,training
9784,training
9693,training
9593,training
9526,testing
9312,training
9216,training
9276,training
9238,training
9166,training
9028,training
8871,training
8699,training
8677,training
8558,testing
8574,training
8592,training
8596,training
8263,training
8260,training
8067,training
7932,training
8130,training
8114,training
8122,testing
7844,training
7771,training
7560,training
7675,training
7382,training
7353,training
7232,training
7235,training
7053,training
7096,testing
7079,training
7604,training
7605,training
6890,training
6665,training
6728,training
6624,training
6480,training
6214,training
6217,testing
6345,training
6089,training
6151,training
5910,training
5924,training
5575,training
5266,training
5213,training
4748,training
4755,testing
5059,training
4508,training
4419,training
4722,training
4710,training
4124,training
4382,training
4270,training
3753,training
3793,testing
3534,training
3427,training
3833,training
3657,training
3898,training
2985,training
3068,training
2684,training
2685,training
2715,testing
2581,training
2597,training
2602,training
2461,training
2472,training
2414,training
2305,training
2315,training
2318,training
2134,testing
2171,training
1965,training
1993,training
2024,training
1862,training
1890,training
1760,training
1457,training
1430,training
962,testing
1117,training
1324,training
1325,training
1234,training
1225,training
31237,training
31243,training
31156,training
738,training
30942,testing
30906,training
30865,training
678,training
30795,training
1015,training
1075,training
1077,training
1070,training
1050,training
30754,testing
708,training
687,training
1719,training
30716,training
30663,training
30986,training
4868,training
31251,training
1149,training
1280,testing
1102,training
974,training
1425,training
1405,training
1400,training
1402,training
1483,training
1570,training
1572,training
1508,testing
1546,training
2153,training
2415,training
2418,training
2446,training
2604,training
2655,training
3083,training
2920,training
3123,testing
3171,training
3597,training
3617,training
3490,training
3528,training
3531,training
3572,training
3581,training
3874,training
4298,testing
4213,training
4714,training
4664,training
4603,training
4610,training
4620,training
4420,training
4421,training
4584,training
4767,testing
4768,training
11307,training
5104,training
5178,training
5179,training
5516,training
5919,training
5963,training
5723,training
5822,testing
5788,training
5794,training
5597,training
5607,training
5613,training
5636,training
6454,training
6456,training
6503,training
6370,testing
6427,training
6609,training
6593,training
6790,training
7412,training
7514,training
7785,training
7758,training
7809,training
7854,testing
7879,training
8143,training
8071,training
8048,training
8463,training
8598,training
8555,training
8767,training
8924,training
9341,testing
9357,training
9715,training
9667,training
9788,training
9789,training
10150,training
10107,training
10122,training
10384,training
10315,testing
10499,training
10551,training
10616,training
12123,training
11426,training
10920,training
10964,training
11828,training
13589,training
11556,testing
12231,training
11973,training
12536,training
12438,training
12674,training
12610,training
12813,training
12859,training
13119,training
13402,testing
14227,training
14234,training
13470,training
24752,training
13562,training
13617,training
13718,training
14276,training
14615,training
14580,testing
14864,training
14842,training
14763,training
15012,training
15247,training
15080,training
15673,training
15628,training
15874,training
15782,testing
15788,training
15970,training
15428,training
15461,training
15377,training
15315,training
16249,training
16274,training
16184,training
16046,testing
16013,training
16392,training
16510,training
16603,training
16777,training
17191,training
16986,training
16854,training
16903,training
16945,testing
16975,training
17363,training
17610,training
17569,training
17496,training
17710,training
17730,training
17768,training
18261,training
18332,testing
18030,training
18590,training
18650,training
18845,training
18787,training
18745,training
18756,training
18759,training
18685,training
19040,testing
19489,training
19549,training
19595,training
19605,training
20315,training
20255,training
20188,training
20227,training
20205,training
20049,testing
20121,training
19794,training
19823,training
21273,training
21678,training
21837,training
22181,training
21955,training
22407,training
22308,testing
22291,training
22496,training
23164,training
23154,training
23023,training
23938,training
23952,training
24033,training
24295,training
24471,testing
24468,training
24426,training
24408,training
25141,training
24564,training
25111,training
25147,training
24923,training
25608,training
26131,testing
26070,training
26557,training
26401,training
26538,training
26552,training
27360,training
27254,training
26967,training
27829,training
27858,testing
27783,training
27539,training
27507,training
27882,training
28192,training
28376,training
28400,training
28293,training
28213,training
28824,testing
29263,training
28653,training
29114,training
30570,training
30470,training
30108,training
30093,training
30040,training
29031,training
28978,testing
29153,training
29513,training
29433,training
29740,training
29667,training
29844,training
29435,training
29463,training
29500,training
30134,testing
30565,training
30643,training
28735,training
29274,training
28230,training
28317,training
28551,training
28124,training
27908,training
27487,testing
